"","FID","OBJECTID","AmbulanceR","BikeAge_Gr","Bike_Age","Bike_Alc_D","Bike_Dir","Bike_Injur","Bike_Pos","Bike_Race","Bike_Sex","City","County","CrashAlcoh","CrashDay","Crash_Date","Crash_Grp","Crash_Hour","Crash_Loc","Crash_Mont","Crash_Time","Crash_Type","Crash_Ty_1","Crash_Year","Crsh_Sevri","Developmen","DrvrAge_Gr","Drvr_Age","Drvr_Alc_D","Drvr_EstSp","Drvr_Injur","Drvr_Race","Drvr_Sex","Drvr_VehTy","ExcsSpdInd","Hit_Run","Light_Cond","Locality","Num_Lanes","Num_Units","Rd_Charact","Rd_Class","Rd_Conditi","Rd_Config","Rd_Defects","Rd_Feature","Rd_Surface","Region","Rural_Urba","Speed_Limi","Traff_Cntr","Weather","Workzone_I","Location","locx","locy"
"1115",715,716,"Yes","10-Jun",9,"No","With Traffic","C: Possible Injury","Travel Lane","Black","Male","Conetoe","Edgecombe","No","01-01-06","2007-09-01","Bicyclist Failed to Yield - Sign-Controlled Intersection",19,"Intersection","01-09-01","0001-01-01T14:09:58-04:56","Bicyclist Ride Through - Sign-Controlled Intersection",111144,2007,"C: Possible Injury","Residential","25-29",26,"No","31-35 mph","O: No Injury","Black","Male","Sport Utility","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Coarse Asphalt","Coastal","Rural","30 - 35  MPH","Stop Sign","Clear","No","35.81982, -77.461555",-77.461555,35.81982
"1116",719,720,"No","50-59",51,"No","With Traffic","B: Evident Injury","Bike Lane / Paved Shoulder","White","Male","Emerald Isle","Carteret","No","","2007-09-03","Motorist Left Turn / Merge",15,"Non-Intersection","01-09-01","0001-01-01T10:10:58-04:56","Motorist Left Turn - Opposite Direction",321212,2007,"B: Evident Injury","Commercial","50-59",56,"No","11-15 mph","O: No Injury","White","Male","Sport Utility","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","NC Route","Dry","Two-Way, Not Divided","None","Driveway, Public","Coarse Asphalt","Coastal","Rural","30 - 35  MPH","No Control Present","Clear","No","34.665943, -77.03039",-77.03039,34.665943
"1117",723,724,"Yes","25-29",27,"No","Facing Traffic","B: Evident Injury","Travel Lane","White","Male","Washington","Beaufort","No","","2007-09-03","Motorist Failed to Yield - Midblock",14,"Non-Intersection","01-09-01","0001-01-01T09:54:58-04:56","Motorist Drive Out - Commercial Driveway / Alley",312322,2007,"B: Evident Injury","Commercial","20-24",24,"No","0-5 mph","O: No Injury","White","Female","Sport Utility","No","No","Daylight","Urban (>70% Developed)","4 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt","Coastal","Urban","30 - 35  MPH","No Control Present","Clear","Yes","35.563583, -77.06233",-77.06233,35.563583
"1118",725,726,"No","10-Jun",7,"No","","B: Evident Injury","Travel Lane","Black","Male","None - Rural Crash","Craven","No","01-01-02","2007-09-04","Bicyclist Failed to Yield - Sign-Controlled Intersection",15,"Intersection","01-09-01","0001-01-01T10:33:58-04:56","Bicyclist Ride Through - Sign-Controlled Intersection",119144,2007,"B: Evident Injury","Residential","25-29",25,"No","11-15 mph","O: No Injury","Black","Female","Van","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt","Coastal","Rural","20 - 25  MPH","Stop Sign","Clear","No","35.121357, -77.05657",-77.05657,35.121357
"1119",735,736,"Yes","30-39",34,"Yes","","B: Evident Injury","","Black","Male","Wilmington","New Hanover","Yes","01-01-07","2007-08-26","Other /  - Insufficient Details",4,"Non-Intersection","01-08-01","0000-12-31T23:09:58-04:56","Approach Paths",399970,2007,"B: Evident Injury","Residential","25-29",29,"Yes","21-25 mph","O: No Injury","White","Male","Passenger Car","No","No","Dark - Lighted Roadway","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Coastal","Urban","20 - 25  MPH","No Control Present","Clear","No","34.236115, -77.90235",-77.90235,34.236115
"1120",739,740,"Yes","30-39",34,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male","None - Rural Crash","Orange","No","01-01-05","2007-10-12","Motorist Left Turn / Merge",17,"Non-Intersection","01-10-01","0001-01-01T12:13:58-04:56","Motorist Left Turn - Opposite Direction",311212,2007,"B: Evident Injury","Farms, Woods, Pastures","0-19",18,"No","11-15 mph","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Mixed (30% To 70% Developed)","2 lanes",2,"Straight - Grade","State Secondary Route","Dry","Two-Way, Not Divided","None","Driveway, Private","Smooth Asphalt","Piedmont","Rural","30 - 35  MPH","No Control Present","Clear","No","35.990383, -79.07298",-79.07298,35.990383
"1121",742,743,"Yes","30-39",36,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male","None - Rural Crash","Pitt","No","01-01-06","2007-10-06","Motorist Left Turn / Merge",10,"Intersection","01-10-01","0001-01-01T05:20:58-04:56","Motorist Left Turn - Opposite Direction",111212,2007,"B: Evident Injury","Farms, Woods, Pastures","30-39",38,"No","16-20 mph","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Rural (<30% Developed)","2 lanes",2,"Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt","Coastal","Rural","50 - 55  MPH","No Control Present","Clear","No","35.522152, -77.301926",-77.301926,35.522152
"1122",743,744,"No","20-24",20,"No","With Traffic","K: Killed","Travel Lane","White","Male","None - Rural Crash","Onslow","No","01-01-04","2007-09-06","Motorist Overtaking Bicyclist",6,"Non-Intersection","01-09-01","0001-01-01T01:23:58-04:56","Motorist Overtaking - Undetected Bicyclist",311231,2007,"K: Killed","Residential","0-19",19,"No","41-45 mph","O: No Injury","White","Male","Passenger Car","No","No","Dark - Roadway Not Lighted","Rural (<30% Developed)","3 lanes",2,"Straight - Level","NC Route","Dry","Two-Way, Not Divided","None","Driveway, Private","Coarse Asphalt","Coastal","Rural","40 - 45  MPH","Double Yellow Line, No Passing Zone","Clear","No","34.73466, -77.572945",-77.572945,34.73466
"1123",753,754,"Yes","10-Jun",9,"No","With Traffic","B: Evident Injury","Travel Lane","Black","Male","Greensboro","Guilford","No","01-01-06","2007-09-08","Loss of Control / Turning Error",14,"Intersection","01-09-01","0001-01-01T09:06:58-04:56","Bicyclist Lost Control - Mechanical Problems",111121,2007,"B: Evident Injury","Residential","20-24",20,"No","26-30 mph","O: No Injury","Black","Male","Passenger Car","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","Stop Sign","Clear","No","36.05889, -79.80635",-79.80635,36.05889
"1124",758,759,"No","30-39",38,"Yes","","C: Possible Injury","Travel Lane","White","Male","Dunn","Harnett","Yes","01-01-02","2007-09-11","Bicyclist Failed to Yield - Sign-Controlled Intersection",20,"Intersection","01-09-01","0001-01-01T15:13:58-04:56","Bicyclist Ride Through - Sign-Controlled Intersection",119144,2007,"C: Possible Injury","Industrial","70+",NA,"No","6-10 mph","O: No Injury","White","Male","Pickup","No","No","Dark - Roadway Not Lighted","Mixed (30% To 70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Coarse Asphalt","Coastal","Urban","30 - 35  MPH","Stop Sign","Clear","No","35.326004, -78.63051",-78.63051,35.326004
"1125",772,773,"Yes","20-24",24,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male","None - Rural Crash","Wake","Yes","","2007-12-24","Motorist Overtaking Bicyclist",9,"Non-Intersection","01-12-01","0001-01-01T04:45:58-04:56","Motorist Overtaking - Bicyclist Swerved",311235,2007,"B: Evident Injury","Farms, Woods, Pastures","50-59",58,"Yes","31-35 mph","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Rural (<30% Developed)","2 lanes",2,"Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt","Piedmont","Rural","50 - 55  MPH","Double Yellow Line, No Passing Zone","Clear","No","35.58743, -78.71219",-78.71219,35.58743
"1126",779,780,"Yes","40-49",43,"No","With Traffic","B: Evident Injury","Travel Lane","Black","Male","Greensboro","Guilford","No","01-01-06","2007-09-15","Bicyclist Left Turn / Merge",15,"Intersection","01-09-01","0001-01-01T10:26:58-04:56","Bicyclist Left Turn - Opposite Direction",111222,2007,"B: Evident Injury","Commercial","40-49",41,"No","16-20 mph","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt","Piedmont","Urban","20 - 25  MPH","Stop And Go Signal","Clear","No","36.070274, -79.79041",-79.79041,36.070274
"1127",782,783,"No","10-Jun",7,"No","","B: Evident Injury","Travel Lane","White","Male","None - Rural Crash","Buncombe","No","","2007-09-17","Loss of Control / Turning Error",17,"Intersection-Related","01-09-01","0001-01-01T12:49:58-04:56","Bicyclist Turning Error - Left Turn",219114,2007,"B: Evident Injury","Residential","40-49",46,"No","16-20 mph","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Mixed (30% To 70% Developed)","2 lanes",2,"Straight - Grade","Public Vehicular Area","Dry","Two-Way, Not Divided","None","T-Intersection","Coarse Asphalt","Mountains","Rural","","No Control Present","Clear","No","35.62123, -82.29145",-82.29145,35.62123
"1128",785,786,"No","25-29",26,"Yes","With Traffic","O: No Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male","Charlotte","Mecklenburg","Yes","01-01-06","2007-12-29","Motorist Failed to Yield - Sign-Controlled Intersection",21,"Intersection","01-12-01","0001-01-01T16:04:58-04:56","Motorist Drive Out - Sign-Controlled Intersection",131141,2007,"O: No Injury","Commercial","25-29",27,"No","0-5 mph","O: No Injury","White","Male","Passenger Car","No","No","Dark - Lighted Roadway","Urban (>70% Developed)","3 lanes",2,"Straight - Grade","US Route","Dry","Two-Way, Divided, Unprotected Median","None","On or Off Ramp","Smooth Asphalt","Piedmont","Urban","20 - 25  MPH","Yield Sign","Clear","No","35.208168, -80.79628",-80.79628,35.208168
"1129",786,787,"Yes","50-59",54,"No","With Traffic","C: Possible Injury","Travel Lane","White","Male","None - Rural Crash","Lincoln","No","","2007-09-17","Motorist Overtaking Bicyclist",5,"Non-Intersection","01-09-01","0001-01-01T00:45:58-04:56","Motorist Overtaking - Undetected Bicyclist",311231,2007,"C: Possible Injury","Residential","40-49",48,"No","36-40 mph","O: No Injury","White","Female","Passenger Car","No","No","Dark - Roadway Not Lighted","Mixed (30% To 70% Developed)","2 lanes",2,"Straight - Level","NC Route","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt","Piedmont","Rural","40 - 45  MPH","No Control Present","Clear","No","35.42642, -81.30907",-81.30907,35.42642
"1130",789,790,"Yes","25-29",27,"No","Not Applicable","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male","Greenville","Pitt","No","","2007-09-17","Other / Unusual Circumstances",11,"Intersection","01-09-01","0001-01-01T06:39:58-04:56","Unusual Circumstances",133800,2007,"B: Evident Injury","Commercial","20-24",22,"No","26-30 mph","O: No Injury","White","Male","Sport Utility","No","No","Daylight","Urban (>70% Developed)","3 lanes",3,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt","Coastal","Urban","30 - 35  MPH","Stop And Go Signal","Clear","No","35.61084, -77.370804",-77.370804,35.61084
"1131",796,797,"Yes","25-29",25,"No","With Traffic","C: Possible Injury","Travel Lane","White","Male","Raleigh","Wake","No","01-01-03","2007-09-19","Motorist Left Turn / Merge",23,"Intersection","01-09-01","0001-01-01T18:15:58-04:56","Motorist Left Turn - Opposite Direction",111212,2007,"C: Possible Injury","Residential","50-59",54,"No","31-35 mph","O: No Injury","White","Male","Passenger Car","No","No","Dark - Lighted Roadway","Urban (>70% Developed)","4 lanes",2,"Straight - Grade","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","Four-Way Intersection","Coarse Asphalt","Piedmont","Urban","30 - 35  MPH","Stop And Go Signal","Clear","No","35.779865, -78.649155",-78.649155,35.779865
"1132",809,810,"Yes","40-49",41,"No","Facing Traffic","C: Possible Injury","Travel Lane","Black","Male","Gastonia","Gaston","No","","2007-09-24","Head-On",4,"Non-Intersection","01-09-01","0000-12-31T23:03:58-04:56","Head-On - Bicyclist",312250,2007,"C: Possible Injury","Residential","",NA,"Missing","31-35 mph","Injury","/Missing","","","No","Yes","Dark - Lighted Roadway","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","No Control Present","Clear","No","35.26388, -81.20801",-81.20801,35.26388
"1133",819,820,"Yes","20-24",24,"No","With Traffic","C: Possible Injury","Travel Lane","White","Female","High Point","Guilford","No","01-01-05","2007-09-28","Bicyclist Failed to Yield - Signalized Intersection",15,"Intersection","01-09-01","0001-01-01T10:06:58-04:56","Bicyclist Ride Through - Signalized Intersection",111155,2007,"C: Possible Injury","Commercial","30-39",38,"No","16-20 mph","O: No Injury","Asian","Male","Passenger Car","No","No","Daylight","Urban (>70% Developed)","3 lanes",2,"Straight - Grade","Local Street","Dry","One-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","Stop And Go Signal","Clear","No","35.955048, -80.01426",-80.01426,35.955048
"1134",821,822,"Yes","60-69",65,"No","Facing Traffic","C: Possible Injury","","White","Male","Matthews","Mecklenburg","No","01-01-04","2007-09-27","Motorist Failed to Yield - Sign-Controlled Intersection",1,"Intersection","01-09-01","0000-12-31T20:14:58-04:56","Motorist Drive Out - Sign-Controlled Intersection",192141,2007,"C: Possible Injury","Residential","50-59",59,"No","","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Bottom","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","T-Intersection","Smooth Asphalt","Piedmont","Urban","20 - 25  MPH","Stop Sign","Clear","No","35.11237, -80.758064",-80.758064,35.11237
"1135",829,830,"No","15-Nov",14,"No","With Traffic","C: Possible Injury","Travel Lane","Black","Male","Wilmington","New Hanover","No","01-01-06","2007-06-02","Head-On",22,"Non-Intersection","01-06-01","0001-01-01T17:13:58-04:56","Head-On - Motorist",311255,2007,"C: Possible Injury","Residential","",NA,"Missing","","Injury","/Missing","","","No","Yes","Dark - Lighted Roadway","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Water (Standing, Moving)","Two-Way, Not Divided","None","No Special Feature","Gravel","Coastal","Urban","30 - 35  MPH","Stop Sign","Cloudy","No","34.223938, -77.932495",-77.932495,34.223938
"1136",834,835,"Yes","15-Nov",14,"No","Not Applicable","B: Evident Injury","","Black","Male","Winston-Salem","Forsyth","No","01-01-03","2007-10-03","Bicyclist Failed to Yield - Signalized Intersection",17,"Intersection-Related","01-10-01","0001-01-01T12:38:58-04:56","Bicyclist Ride Out - Signalized  Intersection",293153,2007,"B: Evident Injury","Industrial","30-39",36,"No","0-5 mph","O: No Injury","Black","Male","Pickup","No","No","Daylight","Urban (>70% Developed)","3 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","Stop And Go Signal","Clear","No","36.131588, -80.23167",-80.23167,36.131588
"1137",838,839,"Yes","40-49",44,"No","With Traffic","A: Disabling Injury","Travel Lane","Black","Male","Charlotte","Mecklenburg","No","01-01-03","2007-09-12","Motorist Left Turn / Merge",6,"Intersection","01-09-01","0001-01-01T01:29:58-04:56","Motorist Left Turn - Opposite Direction",111212,2007,"A: Disabling Injury","Residential","",NA,"Missing","11-15 mph","Injury","/Missing","","Passenger Car","No","Yes","Dark - Lighted Roadway","Urban (>70% Developed)","4 lanes",2,"Straight - Grade","Local Street","Dry","Two-Way, Divided, Positive Median Barrier","None","Bridge","Coarse Asphalt","Piedmont","Urban","40 - 45  MPH","No Control Present","Clear","No","35.331818, -80.742516",-80.742516,35.331818
"1138",843,844,"Yes","16-19",16,"No","","C: Possible Injury","Travel Lane","Black","Male","Gastonia","Gaston","No","01-01-02","2007-10-09","Motorist Left Turn / Merge",20,"Non-Intersection","01-10-01","0001-01-01T15:32:58-04:56","Motorist Left Turn - Same Direction",319211,2007,"C: Possible Injury","Residential","25-29",26,"No","26-30 mph","O: No Injury","White","Male","Passenger Car","No","No","Dark - Lighted Roadway","Urban (>70% Developed)","2 lanes",2,"Straight - Grade","Local Street","Wet","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","No Control Present","Cloudy","No","35.241547, -81.18739",-81.18739,35.241547
"1139",856,857,"Yes","40-49",42,"No","With Traffic","C: Possible Injury","Travel Lane","White","Male","None - Rural Crash","Guilford","No","01-01-03","2007-10-10","Motorist Right Turn / Merge",7,"Intersection","01-10-01","0001-01-01T02:33:58-04:56","Motorist Right Turn - Same Direction",111213,2007,"C: Possible Injury","Commercial","30-39",30,"No","11-15 mph","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Urban (>70% Developed)","5 lanes",2,"Straight - Level","Public Vehicular Area","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Rural","30 - 35  MPH","Stop And Go Signal","Clear","No","36.075737, -79.91272",-79.91272,36.075737
"1140",857,858,"No","50-59",50,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male","None - Rural Crash","Johnston","No","01-01-07","2007-10-14","Bicyclist Left Turn / Merge",12,"Non-Intersection","01-10-01","0001-01-01T07:33:58-04:56","Bicyclist Left Turn - Same Direction",311221,2007,"B: Evident Injury","Farms, Woods, Pastures","30-39",34,"No","16-20 mph","O: No Injury","White","Male","Sport Utility","No","No","Daylight","Rural (<30% Developed)","2 lanes",2,"Straight - Level","NC Route","Dry","Two-Way, Not Divided","None","Driveway, Private","Smooth Asphalt","Coastal","Rural","50 - 55  MPH","Double Yellow Line, No Passing Zone","Clear","No","35.26058, -78.38963",-78.38963,35.26058
